LRP01
   0.6656411      0.1333549E-01
   0.6769522      0.1343131E-01
   0.6882622      0.1349046E-01
   0.6995714      0.1351302E-01
   0.7108767      0.1349842E-01
   0.7221774      0.1344525E-01
   0.7334764      0.1335264E-01
   0.7447752      0.1322075E-01
   0.7560708      0.1304942E-01
   0.7673616      0.1283748E-01
   0.7786504      0.1258400E-01
   0.7899392      0.1228928E-01
   0.8012246      0.1195343E-01
   0.8125053      0.1157534E-01
   0.8237847      0.1115434E-01
   0.8350634      0.1069111E-01
   0.8463372      0.1018551E-01
   0.8576070      0.9636223E-02
   0.8688764      0.9043389E-02
   0.8801418      0.8407616E-02
   0.8914019      0.7727612E-02
   0.9026606      0.7003238E-02
   0.9139127      0.6235262E-02
   0.9251552      0.5422063E-02
   0.9363835      0.4563512E-02
   0.9475807      0.3656656E-02
   0.9587273      0.2698780E-02
   0.9697131      0.1699248E-02
   0.9801422      0.6975116E-03
   0.9890846     -0.2040411E-03
   0.9957421     -0.9003759E-03
   0.9998687     -0.1342817E-02
